,business_id,business_postal_code,business_latitude,business_longitude,inspection_score,violation_id,violation_description,Neighborhoods (old),Police Districts,Supervisor Districts,Zip Codes,Analysis Neighborhoods,year,month,day
21879,2684,94131.0,37.746759000000004,-122.42699499999999,84.0,103133.0,1.0,22.0,7.0,5.0,63.0,22.0,2019,1,7
21880,3838,94103.0,37.764908,-122.42244199999999,72.0,103142.0,1.0,19.0,4.0,5.0,28853.0,20.0,2018,2,22
21882,69351,94103.0,37.784317,-122.40756299999998,84.0,103124.0,1.0,34.0,2.0,9.0,28853.0,34.0,2016,12,22
21883,1989,94118.0,37.788807,-122.46084499999999,87.0,103108.0,1.0,11.0,6.0,1.0,54.0,11.0,2018,8,29
21884,7276,94102.0,37.782939,-122.412479,82.0,103138.0,3.0,36.0,10.0,9.0,28852.0,36.0,2017,3,21
21886,37060,94118.0,37.782576,-122.46648,85.0,103109.0,1.0,11.0,6.0,2.0,54.0,11.0,2017,12,5
21888,28318,94133.0,37.806337,-122.41581399999998,88.0,103129.0,4.0,23.0,1.0,10.0,308.0,23.0,2019,4,22
21889,15738,94105.0,37.787343,-122.398902,75.0,103114.0,1.0,6.0,2.0,9.0,28855.0,8.0,2019,1,2
21890,66988,94133.0,37.801068,-122.40926699999999,81.0,103124.0,1.0,23.0,1.0,10.0,308.0,23.0,2019,5,29
21891,36208,94112.0,37.728582,-122.431482,92.0,103144.0,2.0,25.0,7.0,6.0,28861.0,28.0,2019,1,4
21892,64008,94102.0,37.787116999999995,-122.41318600000001,90.0,103133.0,1.0,36.0,1.0,10.0,28852.0,36.0,2016,12,30
21893,1668,94124.0,37.742456,-122.40576599999999,84.0,103144.0,2.0,1.0,3.0,7.0,58.0,1.0,2019,2,27
21894,4923,94103.0,37.772723,-122.41608000000001,86.0,103120.0,3.0,19.0,2.0,9.0,28853.0,20.0,2019,2,7
21895,5310,94133.0,37.80792,-122.418577,96.0,103161.0,1.0,23.0,1.0,10.0,308.0,23.0,2017,11,7
21897,2337,94110.0,37.752308,-122.41788100000001,86.0,103120.0,3.0,19.0,4.0,7.0,28859.0,20.0,2017,10,3
21898,63615,94122.0,37.763368,-122.482262,94.0,103154.0,1.0,35.0,8.0,3.0,56.0,35.0,2017,1,10
21899,7762,94133.0,37.801407,-122.409296,83.0,103133.0,1.0,23.0,1.0,10.0,308.0,23.0,2018,6,22
21900,59988,94117.0,37.771987,-122.437147,84.0,103119.0,4.0,9.0,5.0,11.0,29492.0,3.0,2019,4,24
21901,1203,94118.0,37.780834000000006,-122.46659,78.0,103158.0,2.0,11.0,6.0,2.0,54.0,11.0,2019,4,3
21905,3048,94109.0,37.790324,-122.42066399999999,76.0,103154.0,1.0,21.0,9.0,10.0,28858.0,21.0,2016,10,18
21906,61136,94118.0,37.780543,-122.473129,78.0,103102.0,1.0,26.0,6.0,2.0,54.0,29.0,2017,9,15
21907,1111,94109.0,37.783713,-122.419357,87.0,103112.0,4.0,36.0,9.0,9.0,28858.0,36.0,2018,6,5
21908,16441,94134.0,37.728718,-122.404101,82.0,103154.0,1.0,28.0,3.0,7.0,309.0,25.0,2016,12,6
21909,3065,94107.0,37.783738,-122.398918,85.0,103119.0,4.0,34.0,2.0,9.0,28856.0,34.0,2018,7,9
21910,7643,94112.0,37.712148,-122.452076,78.0,103139.0,3.0,25.0,7.0,6.0,28861.0,28.0,2018,4,16
21912,35805,94121.0,37.782008000000005,-122.48573200000001,90.0,103145.0,3.0,26.0,6.0,2.0,55.0,29.0,2018,5,14
21914,63095,94123.0,37.805073,-122.43310600000001,98.0,103154.0,1.0,17.0,9.0,1.0,57.0,13.0,2017,12,21
21915,11594,94107.0,37.779237,-122.397709,90.0,103144.0,2.0,34.0,2.0,9.0,28856.0,34.0,2017,1,30
21916,33935,94110.0,37.739466,-122.41895,85.0,103131.0,1.0,2.0,7.0,7.0,28859.0,2.0,2017,10,24
21917,892,94104.0,37.791348,-122.39983400000001,87.0,103103.0,3.0,6.0,1.0,10.0,28854.0,8.0,2017,8,15
21918,32887,94103.0,37.768035,-122.42448,65.0,103105.0,3.0,19.0,4.0,5.0,28853.0,20.0,2019,1,23
21919,2359,94110.0,37.751296,-122.41841399999998,62.0,103133.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,7,6
21920,7762,94133.0,37.801407,-122.409296,83.0,103102.0,1.0,23.0,1.0,10.0,308.0,23.0,2018,6,22
21921,16424,94110.0,37.747496000000005,-122.40957,92.0,103139.0,3.0,2.0,7.0,7.0,28859.0,2.0,2017,2,9
21922,36474,94104.0,37.788327,-122.401444,90.0,103124.0,1.0,6.0,2.0,9.0,28855.0,8.0,2018,4,24
21923,3982,94103.0,37.771501,-122.413439,94.0,103154.0,1.0,34.0,2.0,9.0,28853.0,34.0,2017,2,27
21926,67448,94124.0,37.741828999999996,-122.388098,75.0,103119.0,4.0,1.0,3.0,8.0,58.0,1.0,2019,4,18
21927,38306,94133.0,37.802067,-122.409457,96.0,103133.0,1.0,23.0,1.0,10.0,308.0,23.0,2017,11,2
21928,2648,94110.0,37.761835999999995,-122.418296,83.0,103139.0,3.0,19.0,4.0,7.0,28859.0,20.0,2017,11,29
21929,60380,94114.0,37.751517,-122.430842,94.0,103144.0,2.0,22.0,4.0,5.0,28862.0,22.0,2018,7,11
21933,16349,94110.0,37.752764,-122.40958799999999,94.0,103142.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,9,28
21934,3167,94116.0,37.742433,-122.489069,78.0,103144.0,2.0,35.0,8.0,3.0,29491.0,35.0,2016,11,7
21936,65561,94133.0,37.795873,-122.407495,79.0,103144.0,2.0,4.0,1.0,10.0,28857.0,6.0,2019,1,10
21937,1757,94109.0,37.789784000000004,-122.420455,86.0,103131.0,1.0,21.0,9.0,10.0,28858.0,21.0,2017,9,28
21938,5834,94121.0,37.780823,-122.490105,94.0,103144.0,2.0,26.0,6.0,2.0,55.0,29.0,2017,2,6
21941,37802,94104.0,37.792828,-122.403575,86.0,103129.0,4.0,6.0,1.0,10.0,28854.0,8.0,2017,10,4
21943,66961,94110.0,37.764665,-122.41955800000001,57.0,103116.0,3.0,19.0,4.0,7.0,28859.0,20.0,2017,7,24
21947,286,94102.0,37.784303,-122.40964699999999,83.0,103151.0,4.0,36.0,10.0,9.0,28852.0,36.0,2017,11,7
21948,2245,94108.0,37.790498,-122.403896,96.0,103119.0,4.0,6.0,1.0,10.0,28854.0,8.0,2018,10,15
21951,4590,94103.0,37.78215,-122.41030500000001,87.0,103124.0,1.0,34.0,2.0,9.0,28853.0,34.0,2017,4,20
21953,1598,94109.0,37.788587,-122.413795,92.0,103139.0,3.0,21.0,1.0,10.0,28858.0,21.0,2019,3,15
21954,35862,94114.0,37.751422999999996,-122.431618,78.0,103124.0,1.0,22.0,4.0,5.0,28862.0,22.0,2018,1,25
21955,3495,94102.0,37.788134,-122.411817,84.0,103161.0,1.0,21.0,1.0,10.0,28852.0,21.0,2016,12,30
21957,3253,94132.0,37.711329,-122.47131599999999,98.0,103149.0,1.0,14.0,8.0,4.0,64.0,16.0,2019,4,2
21958,409,94105.0,37.788613,-122.39389399999999,66.0,103144.0,2.0,6.0,2.0,9.0,28855.0,8.0,2019,1,3
21959,62532,94103.0,37.766394,-122.421986,92.0,103119.0,4.0,19.0,4.0,7.0,28853.0,20.0,2016,11,2
21960,58861,94123.0,37.800286,-122.439982,93.0,103103.0,3.0,17.0,9.0,1.0,57.0,13.0,2018,1,12
21961,34787,94121.0,37.780148,-122.485532,92.0,103129.0,4.0,26.0,6.0,2.0,55.0,29.0,2019,5,2
21962,606,94121.0,37.781624,-122.492609,78.0,103144.0,2.0,26.0,6.0,2.0,55.0,29.0,2017,7,20
21964,2596,94121.0,37.780297999999995,-122.482022,88.0,103145.0,3.0,26.0,6.0,2.0,55.0,29.0,2017,9,13
21965,7512,94102.0,37.784337,-122.40981399999998,88.0,103144.0,2.0,36.0,10.0,9.0,28852.0,36.0,2018,6,5
21966,5940,94133.0,37.801278,-122.41038400000001,87.0,103145.0,3.0,23.0,1.0,10.0,308.0,23.0,2018,3,19
21967,5998,94103.0,37.766618,-122.42126299999998,86.0,103123.0,1.0,19.0,4.0,7.0,28853.0,20.0,2018,4,9
21968,10280,94102.0,37.782034,-122.419777,88.0,103131.0,1.0,36.0,9.0,9.0,28852.0,36.0,2018,4,5
21969,3121,94108.0,37.790603000000004,-122.40503799999999,80.0,103103.0,3.0,6.0,1.0,10.0,28857.0,8.0,2019,2,14
21970,63763,94110.0,37.748813,-122.42156899999999,72.0,103114.0,1.0,19.0,4.0,5.0,28859.0,20.0,2018,2,5
21971,62771,94114.0,37.764697,-122.432322,80.0,103142.0,1.0,3.0,4.0,5.0,28862.0,5.0,2017,8,9
21972,2454,94110.0,37.758634,-122.41686599999998,90.0,103154.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,5,24
21973,34611,94108.0,37.795594,-122.408204,81.0,103131.0,1.0,4.0,1.0,10.0,28857.0,6.0,2017,8,1
21975,5192,94107.0,37.760484999999996,-122.437091,96.0,103133.0,1.0,3.0,4.0,5.0,28862.0,5.0,2018,11,8
21976,66900,94110.0,37.752767999999996,-122.41039199999999,81.0,103154.0,1.0,19.0,4.0,7.0,28859.0,20.0,2018,6,12
21977,12083,94103.0,37.78093,-122.40266899999999,83.0,103103.0,3.0,34.0,2.0,9.0,28853.0,34.0,2018,6,26
21978,60331,94107.0,37.762646999999994,-122.397545,71.0,103139.0,3.0,29.0,3.0,8.0,28856.0,26.0,2017,1,24
21983,2899,94107.0,37.778382,-122.39115100000001,94.0,103147.0,4.0,20.0,2.0,9.0,28856.0,4.0,2016,12,13
21984,59178,94102.0,37.784394,-122.409047,79.0,103132.0,3.0,36.0,10.0,10.0,28852.0,36.0,2016,11,2
21986,507,94131.0,37.733449,-122.43424099999999,86.0,103129.0,4.0,40.0,7.0,5.0,63.0,41.0,2017,8,23
21987,14971,94115.0,37.792628,-122.43351399999999,98.0,103162.0,1.0,27.0,9.0,1.0,29490.0,30.0,2017,3,22
21988,18767,94122.0,37.763399,-122.47965400000001,90.0,103139.0,3.0,35.0,8.0,3.0,56.0,35.0,2018,5,2
21989,2280,94121.0,37.780204,-122.480599,83.0,103125.0,3.0,26.0,6.0,2.0,55.0,29.0,2018,2,22
21990,2807,94109.0,37.806153,-122.420474,86.0,103119.0,4.0,32.0,1.0,1.0,28858.0,32.0,2017,11,2
21992,3623,94110.0,37.751554,-122.418376,85.0,103118.0,1.0,19.0,4.0,7.0,28859.0,20.0,2018,4,16
21993,16751,94103.0,37.768654,-122.415586,92.0,103144.0,2.0,19.0,4.0,7.0,28853.0,20.0,2018,7,5
21994,1021,94110.0,37.751884999999994,-122.418406,90.0,103157.0,2.0,19.0,4.0,7.0,28859.0,20.0,2017,9,12
21996,60387,94107.0,37.783155,-122.399647,96.0,103131.0,1.0,34.0,2.0,9.0,28856.0,34.0,2017,10,17
21997,1090,94111.0,37.795614,-122.403104,98.0,103157.0,2.0,4.0,1.0,10.0,28860.0,6.0,2019,3,12
21998,1617,94118.0,37.782843,-122.4659,78.0,103142.0,1.0,11.0,6.0,2.0,54.0,11.0,2018,11,27
22001,4558,94110.0,37.751356,-122.41841399999998,88.0,103144.0,2.0,19.0,4.0,7.0,28859.0,20.0,2017,8,3
22003,1991,94122.0,37.764072999999996,-122.507779,86.0,103131.0,1.0,35.0,8.0,3.0,56.0,35.0,2017,11,29
22004,22606,94131.0,37.734072,-122.433948,83.0,103149.0,1.0,7.0,7.0,5.0,63.0,10.0,2019,2,4
22011,1641,94131.0,37.745974,-122.426856,77.0,103119.0,4.0,22.0,7.0,5.0,63.0,22.0,2017,6,27
22014,2926,94102.0,37.788672999999996,-122.408524,82.0,103119.0,4.0,21.0,1.0,10.0,28852.0,21.0,2017,3,16
22030,670,94123.0,37.801334000000004,-122.42490500000001,75.0,103152.0,1.0,17.0,9.0,1.0,57.0,13.0,2018,10,9
22031,415,94108.0,37.786698,-122.405473,91.0,103103.0,3.0,6.0,10.0,10.0,28857.0,8.0,2018,4,6
22032,34611,94108.0,37.795594,-122.408204,74.0,103139.0,3.0,4.0,1.0,10.0,28857.0,6.0,2019,1,7
22033,64940,94102.0,37.777026,-122.421361,92.0,103124.0,1.0,10.0,9.0,11.0,28852.0,9.0,2017,3,15
22040,67184,94102.0,37.77601,-122.424175,88.0,103120.0,3.0,10.0,9.0,11.0,28852.0,9.0,2017,9,13
22045,59289,94121.0,37.782243,-122.479009,63.0,103133.0,1.0,26.0,6.0,2.0,55.0,29.0,2017,8,1
22049,68615,94105.0,37.794346999999995,-122.39493200000001,73.0,103119.0,4.0,6.0,2.0,9.0,28855.0,8.0,2017,3,16
22054,7772,94110.0,37.752549,-122.414425,88.0,103142.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,5,11
22062,1843,94133.0,37.796683,-122.41013400000001,71.0,103139.0,3.0,4.0,1.0,10.0,308.0,6.0,2018,12,10
22063,4837,94122.0,37.753718,-122.488821,93.0,103112.0,4.0,35.0,8.0,3.0,56.0,35.0,2017,10,2
22065,71065,94102.0,37.786044,-122.413054,89.0,103142.0,1.0,36.0,10.0,9.0,28852.0,36.0,2017,12,11
22066,65695,94122.0,37.760598,-122.50325900000001,77.0,103142.0,1.0,35.0,8.0,3.0,56.0,35.0,2017,1,12
22077,5843,94116.0,37.745374,-122.470308,96.0,103131.0,1.0,40.0,8.0,4.0,29491.0,41.0,2016,11,9
22080,5129,94107.0,37.777702000000005,-122.39585,85.0,103109.0,1.0,34.0,2.0,9.0,28856.0,34.0,2018,4,17
22082,66418,94121.0,37.780348,-122.480861,73.0,103144.0,2.0,26.0,6.0,2.0,55.0,29.0,2019,1,17
22096,61736,94110.0,37.751587,-122.418444,86.0,103131.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,7,13
22097,65679,94134.0,37.72618,-122.40308200000001,81.0,103138.0,3.0,28.0,3.0,7.0,309.0,25.0,2017,12,4
22106,2347,94110.0,37.759567,-122.41918500000001,86.0,103119.0,4.0,19.0,4.0,7.0,28859.0,20.0,2018,11,7
22109,63150,94102.0,37.778343,-122.415348,72.0,103131.0,1.0,36.0,2.0,9.0,28852.0,36.0,2017,8,9
22113,68560,94122.0,37.764128,-122.46496100000002,90.0,103157.0,2.0,12.0,8.0,11.0,56.0,14.0,2018,3,16
22117,32887,94103.0,37.768035,-122.42448,70.0,103105.0,3.0,19.0,4.0,5.0,28853.0,20.0,2017,7,6
22120,5252,94124.0,37.726079999999996,-122.38020700000001,84.0,103144.0,2.0,1.0,3.0,8.0,58.0,1.0,2017,1,23
22134,1674,94103.0,37.784317,-122.40756299999998,94.0,103161.0,1.0,34.0,2.0,9.0,28853.0,34.0,2019,2,25
22141,835,94133.0,37.797222999999995,-122.410513,86.0,103133.0,1.0,4.0,1.0,10.0,308.0,6.0,2017,11,14
22144,116,94111.0,37.793874,-122.396464,89.0,103103.0,3.0,6.0,1.0,10.0,28855.0,8.0,2019,3,4
22145,286,94102.0,37.784303,-122.40964699999999,83.0,103131.0,1.0,36.0,10.0,9.0,28852.0,36.0,2017,11,7
22149,1973,94121.0,37.782169,-122.48194199999999,69.0,103114.0,1.0,26.0,6.0,2.0,55.0,29.0,2016,10,13
22152,65831,94118.0,37.778382,-122.462787,77.0,103109.0,1.0,11.0,6.0,2.0,54.0,11.0,2017,7,26
22153,3817,94133.0,37.796848,-122.410097,88.0,103156.0,2.0,4.0,1.0,10.0,308.0,6.0,2017,11,29
22159,61512,94123.0,37.800414,-122.439127,92.0,103144.0,2.0,17.0,9.0,1.0,57.0,13.0,2018,1,2
22163,5919,94118.0,37.777988,-122.446877,98.0,103157.0,2.0,16.0,5.0,11.0,54.0,18.0,2016,10,13
22170,874,94109.0,37.792093,-122.421024,96.0,103133.0,1.0,21.0,9.0,10.0,28858.0,21.0,2019,2,22
22173,1362,94112.0,37.726402,-122.433476,81.0,103103.0,3.0,5.0,7.0,6.0,28861.0,7.0,2018,4,26
22175,38929,94110.0,37.752439,-122.41625,77.0,103154.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,9,20
22176,70685,94134.0,37.729753,-122.40446999999999,86.0,103119.0,4.0,28.0,3.0,7.0,309.0,25.0,2017,12,12
22184,68131,94124.0,37.734652000000004,-122.390872,82.0,103116.0,3.0,1.0,3.0,8.0,58.0,1.0,2018,6,7
22185,3189,94121.0,37.780439,-122.478982,90.0,103124.0,1.0,26.0,6.0,2.0,55.0,29.0,2018,4,18
22186,7645,94110.0,37.754513,-122.418626,86.0,103120.0,3.0,19.0,4.0,7.0,28859.0,20.0,2018,10,23
22189,438,94133.0,37.798494,-122.40933700000001,77.0,103156.0,2.0,4.0,1.0,10.0,308.0,6.0,2018,12,18
22191,14577,94102.0,37.783249,-122.414065,79.0,103154.0,1.0,36.0,10.0,9.0,28852.0,36.0,2017,4,10
22193,36208,94112.0,37.728582,-122.431482,92.0,103139.0,3.0,25.0,7.0,6.0,28861.0,28.0,2016,10,26
22195,65283,94102.0,37.784884000000005,-122.409425,94.0,103145.0,3.0,36.0,10.0,9.0,28852.0,36.0,2016,12,22
22198,1829,94108.0,37.793238,-122.412746,82.0,103103.0,3.0,21.0,1.0,10.0,28857.0,21.0,2017,9,26
22199,1852,94133.0,37.803946999999994,-122.414927,86.0,103141.0,3.0,23.0,1.0,10.0,308.0,23.0,2017,10,26
22201,5000,94114.0,37.764947,-122.43201200000001,98.0,103154.0,1.0,3.0,4.0,5.0,28862.0,5.0,2018,6,29
22204,33940,94107.0,37.760018,-122.396813,91.0,103154.0,1.0,29.0,3.0,8.0,28856.0,26.0,2017,1,26
22206,36687,94110.0,37.756893,-122.420849,89.0,103129.0,4.0,19.0,4.0,7.0,28859.0,20.0,2018,1,23
22210,1426,94112.0,37.726116999999995,-122.43381699999999,70.0,103103.0,3.0,25.0,7.0,6.0,28861.0,28.0,2016,10,26
22211,65635,94105.0,37.791227,-122.398872,71.0,103103.0,3.0,6.0,2.0,9.0,28855.0,8.0,2017,9,12
22213,3510,94111.0,37.794127,-122.404074,68.0,103133.0,1.0,4.0,1.0,10.0,28860.0,6.0,2016,11,9
22214,67093,94121.0,37.783563,-122.49313400000001,90.0,103120.0,3.0,33.0,6.0,1.0,55.0,33.0,2019,4,25
22216,61180,94102.0,37.787423,-122.407417,81.0,103109.0,1.0,6.0,1.0,10.0,28852.0,8.0,2018,4,5
22217,61579,94110.0,37.762898,-122.419505,78.0,103153.0,3.0,19.0,4.0,7.0,28859.0,20.0,2019,2,28
22225,33914,94132.0,37.711185,-122.46779,85.0,103157.0,2.0,24.0,8.0,4.0,64.0,24.0,2018,2,14
22229,10540,94111.0,37.795225,-122.39376999999999,87.0,103144.0,2.0,6.0,2.0,10.0,28860.0,8.0,2018,6,15
22231,6654,94109.0,37.784597999999995,-122.41775700000001,84.0,103142.0,1.0,36.0,9.0,9.0,28858.0,36.0,2018,2,7
22233,2843,94109.0,37.788798,-122.41216399999999,92.0,103120.0,3.0,21.0,1.0,10.0,28858.0,21.0,2017,2,15
22235,1636,94117.0,37.771738,-122.43358300000001,88.0,103132.0,3.0,9.0,5.0,11.0,29492.0,3.0,2018,10,3
22246,67871,94114.0,37.764488,-122.428031,96.0,103119.0,4.0,3.0,4.0,5.0,28862.0,5.0,2017,10,11
22253,26025,94114.0,37.760881,-122.43417099999999,87.0,103103.0,3.0,3.0,4.0,5.0,28862.0,5.0,2018,10,10
22255,65348,94110.0,37.752988,-122.406682,84.0,103142.0,1.0,19.0,4.0,7.0,28859.0,20.0,2018,6,11
22257,39403,94124.0,37.73089,-122.392227,90.0,103142.0,1.0,1.0,3.0,8.0,58.0,1.0,2017,12,13
22258,35106,94102.0,37.778743,-122.41560700000001,86.0,103116.0,3.0,36.0,10.0,9.0,28852.0,36.0,2017,2,23
22260,544,94118.0,37.782534000000005,-122.46661499999999,82.0,103154.0,1.0,11.0,6.0,2.0,54.0,11.0,2019,4,10
22263,67330,94122.0,37.763891,-122.468805,85.0,103132.0,3.0,12.0,8.0,11.0,56.0,14.0,2019,4,8
22264,65382,94122.0,37.763983,-122.46708999999998,81.0,103103.0,3.0,12.0,8.0,11.0,56.0,14.0,2018,9,5
22278,5805,94132.0,37.716156,-122.466248,96.0,103129.0,4.0,24.0,8.0,6.0,64.0,24.0,2017,2,2
22283,972,94122.0,37.753614,-122.490219,90.0,103154.0,1.0,35.0,8.0,3.0,56.0,35.0,2017,11,14
22284,61579,94110.0,37.762898,-122.419505,67.0,103103.0,3.0,19.0,4.0,7.0,28859.0,20.0,2017,6,30
22288,69188,94117.0,37.769447,-122.450796,92.0,103149.0,1.0,9.0,5.0,11.0,29492.0,3.0,2018,11,5
22290,3262,94132.0,37.731781,-122.47358999999999,77.0,103119.0,4.0,40.0,8.0,4.0,64.0,41.0,2018,5,7
22291,1065,94110.0,37.760487,-122.41066200000002,81.0,103145.0,3.0,19.0,4.0,7.0,28859.0,20.0,2017,9,6
22294,3594,94122.0,37.760422999999996,-122.50520900000001,90.0,103139.0,3.0,35.0,8.0,3.0,56.0,35.0,2018,6,21
22295,5129,94107.0,37.777702000000005,-122.39585,90.0,103120.0,3.0,34.0,2.0,9.0,28856.0,34.0,2019,5,29
22300,4621,94133.0,37.797256,-122.408456,72.0,103102.0,1.0,4.0,1.0,10.0,308.0,6.0,2017,6,28
22308,67043,94121.0,37.780068,-122.487241,90.0,103133.0,1.0,26.0,6.0,2.0,55.0,29.0,2016,12,2
22310,4492,94115.0,37.788773,-122.434697,81.0,103131.0,1.0,27.0,9.0,1.0,29490.0,30.0,2018,6,27
22313,1867,94104.0,37.790844,-122.403168,88.0,103121.0,3.0,6.0,1.0,10.0,28854.0,8.0,2018,5,23
22314,68173,94110.0,37.752468,-122.415332,94.0,103133.0,1.0,19.0,4.0,7.0,28859.0,20.0,2018,1,8
22325,2538,94102.0,37.772163,-122.429927,73.0,103116.0,3.0,10.0,9.0,11.0,29492.0,9.0,2017,6,8
22328,68483,94110.0,37.752777,-122.41026200000002,87.0,103131.0,1.0,19.0,4.0,7.0,28859.0,20.0,2017,3,29
22340,5074,94132.0,37.733944,-122.49043799999998,96.0,103142.0,1.0,35.0,8.0,4.0,64.0,35.0,2018,6,14
22341,38179,94111.0,37.805642999999996,-122.40529,94.0,103144.0,2.0,23.0,1.0,10.0,308.0,23.0,2017,10,2
22346,1674,94103.0,37.784317,-122.40756299999998,87.0,103145.0,3.0,34.0,2.0,9.0,28853.0,34.0,2016,10,21
22350,2721,94114.0,37.766814000000004,-122.428846,80.0,103102.0,1.0,3.0,4.0,5.0,28862.0,5.0,2017,8,16
22354,71310,94108.0,37.794307,-122.40565500000001,55.0,103105.0,3.0,4.0,1.0,10.0,28857.0,6.0,2018,12,3
22359,1894,94118.0,37.783048,-122.46264099999999,93.0,103109.0,1.0,11.0,6.0,2.0,54.0,11.0,2018,9,19
22362,66732,94103.0,37.782854,-122.40666200000001,86.0,103154.0,1.0,34.0,2.0,9.0,28853.0,34.0,2019,5,21
22364,5855,94131.0,37.745674,-122.45085,88.0,103131.0,1.0,7.0,7.0,5.0,63.0,10.0,2016,11,2
22365,69769,94112.0,37.723652,-122.45461,90.0,103144.0,2.0,40.0,8.0,4.0,28861.0,41.0,2018,7,25
22366,7856,94133.0,37.797934999999995,-122.40858100000001,92.0,103124.0,1.0,4.0,1.0,10.0,308.0,6.0,2018,4,11
22378,67565,94116.0,37.742703000000006,-122.48281899999999,81.0,103132.0,3.0,35.0,8.0,3.0,29491.0,35.0,2016,12,12
22379,67359,94123.0,37.800158,-122.43379399999999,88.0,103119.0,4.0,17.0,9.0,1.0,57.0,13.0,2017,9,28
22384,2759,94114.0,37.768127,-122.429024,88.0,103142.0,1.0,3.0,9.0,5.0,28862.0,5.0,2017,1,3
22388,19417,94103.0,37.787569,-122.403349,98.0,103154.0,1.0,6.0,2.0,9.0,28855.0,8.0,2019,3,14
22395,1347,94117.0,37.765778000000005,-122.45018400000001,88.0,103133.0,1.0,9.0,5.0,11.0,29492.0,3.0,2019,5,7
22402,5903,94109.0,37.801964,-122.41625400000001,96.0,103127.0,3.0,32.0,1.0,10.0,308.0,32.0,2018,3,2
22405,240,94121.0,37.775663,-122.497949,77.0,103162.0,1.0,26.0,6.0,2.0,55.0,29.0,2018,7,12
22407,2437,94103.0,37.770748,-122.41513700000002,84.0,103109.0,1.0,19.0,2.0,9.0,28853.0,20.0,2017,10,24
22415,7786,94110.0,37.750959,-122.418264,85.0,103129.0,4.0,19.0,4.0,7.0,28859.0,20.0,2017,10,18
22422,3304,94109.0,37.783025,-122.42095400000001,87.0,103144.0,2.0,41.0,9.0,11.0,28858.0,39.0,2016,10,31
22424,5156,94110.0,37.765507,-122.40756499999999,94.0,103161.0,1.0,19.0,4.0,8.0,28853.0,20.0,2018,4,30
22425,9679,94108.0,37.793597999999996,-122.406097,74.0,103144.0,2.0,4.0,1.0,10.0,28857.0,6.0,2017,8,23
22427,2646,94110.0,37.759823,-122.421346,90.0,103144.0,2.0,19.0,4.0,7.0,28859.0,20.0,2017,9,26
22428,2109,94109.0,37.786353999999996,-122.416628,77.0,103114.0,1.0,36.0,1.0,9.0,28858.0,36.0,2017,2,15
22430,34352,94102.0,37.787978,-122.410904,92.0,103149.0,1.0,21.0,1.0,10.0,28852.0,21.0,2018,3,8
22432,7643,94112.0,37.712148,-122.452076,78.0,103144.0,2.0,25.0,7.0,6.0,28861.0,28.0,2018,4,16
22434,20367,94112.0,37.730569,-122.429418,76.0,103154.0,1.0,5.0,7.0,6.0,28861.0,7.0,2017,11,17
22445,65674,94105.0,37.788828,-122.400971,90.0,103124.0,1.0,6.0,2.0,9.0,28855.0,8.0,2018,12,28
22447,2759,94114.0,37.768127,-122.429024,83.0,103103.0,3.0,3.0,9.0,5.0,28862.0,5.0,2019,4,24
22450,972,94122.0,37.753614,-122.490219,83.0,103109.0,1.0,35.0,8.0,3.0,56.0,35.0,2016,11,9
22453,61592,94117.0,37.773291,-122.45083799999999,91.0,103144.0,2.0,16.0,5.0,11.0,29492.0,18.0,2017,11,16
22462,6025,94115.0,37.786428,-122.43088300000001,85.0,103150.0,4.0,27.0,9.0,11.0,29490.0,30.0,2019,3,14
22465,1939,94105.0,37.787838,-122.400998,98.0,103142.0,1.0,6.0,2.0,9.0,28855.0,8.0,2017,9,12
22470,4894,94117.0,37.771747999999995,-122.433493,85.0,103120.0,3.0,9.0,5.0,11.0,29492.0,3.0,2016,10,24
22475,65873,94109.0,37.807649,-122.420744,81.0,103105.0,3.0,32.0,1.0,1.0,28858.0,32.0,2019,3,12
22477,64176,94118.0,37.780522999999995,-122.47358,69.0,103154.0,1.0,26.0,6.0,2.0,54.0,29.0,2017,7,13
22484,7880,94103.0,37.784964,-122.404752,94.0,103139.0,3.0,6.0,2.0,9.0,28853.0,8.0,2019,4,8
22488,37060,94118.0,37.782576,-122.46648,85.0,103109.0,1.0,11.0,6.0,2.0,54.0,11.0,2019,5,7
22489,67828,94118.0,37.783028,-122.463141,85.0,103133.0,1.0,11.0,6.0,2.0,54.0,11.0,2017,3,27
22491,3935,94109.0,37.788108,-122.41239399999999,98.0,103154.0,1.0,21.0,1.0,10.0,28852.0,21.0,2016,12,30
22494,1154,94103.0,37.764678,-122.42190500000001,81.0,103124.0,1.0,19.0,4.0,5.0,28859.0,20.0,2018,1,10
22496,61494,94124.0,37.731902000000005,-122.391576,78.0,103131.0,1.0,1.0,3.0,8.0,58.0,1.0,2016,11,29
22499,62771,94114.0,37.764697,-122.432322,96.0,103133.0,1.0,3.0,4.0,5.0,28862.0,5.0,2019,1,18
22500,36758,94117.0,37.771988,-122.431564,86.0,103143.0,4.0,10.0,9.0,11.0,29492.0,9.0,2016,12,14
